subject number,age,sex,trial number,block number,condition,start lane,visonset lane,obstacle left,obstacle right,finish lane,response time
60,23,2,15,1,3,2,2,2,9,2,100.000
60,23,2,16,1,3,1,1,1,4,2,1.836
60,23,2,17,1,3,1,1,10,7,1,100.000
60,23,2,18,1,3,2,2,4,6,2,100.000
60,23,2,19,1,3,2,2,6,8,2,100.000
60,23,2,20,1,3,1,1,10,6,1,100.000
60,23,2,21,2,4,1,1,6,1,1,100.000
60,23,2,22,2,4,1,1,10,4,1,100.000
60,23,2,23,2,4,1,1,4,7,2,1.028
60,23,2,24,2,4,2,2,2,10,2,100.000
60,23,2,25,2,4,1,1,8,2,1,100.000
60,23,2,26,2,4,2,2,10,3,1,0.258
60,23,2,27,2,4,1,1,8,3,1,100.000
60,23,2,28,2,4,2,2,4,2,1,0.704
60,23,2,29,2,4,1,1,10,5,1,100.000
60,23,2,30,2,4,1,1,3,6,2,2.090
60,23,2,31,2,4,1,1,9,3,1,100.000
60,23,2,32,2,4,2,2,3,7,2,100.000
60,23,2,33,2,4,2,2,10,9,1,0.628
60,23,2,34,2,4,1,1,5,4,1,100.000
60,23,2,35,2,4,1,1,1,7,2,0.370
60,23,2,36,2,4,2,2,10,1,1,0.202
60,23,2,37,2,4,2,2,2,7,2,100.000
60,23,2,38,2,4,2,2,3,4,2,100.000
60,23,2,39,2,4,1,1,2,1,1,100.000
60,23,2,40,2,4,1,1,5,3,2,2.056
61,28,2,1,1,2,0,0,8,10,2,4.548
61,28,2,2,1,2,0,0,8,3,1,1.608
61,28,2,3,1,2,0,0,1,6,2,5.682
61,28,2,4,1,2,0,0,2,4,2,1.908
61,28,2,5,1,2,0,0,10,4,1,1.216
61,28,2,6,1,2,0,0,5,1,1,1.098
61,28,2,7,1,2,0,0,10,5,1,1.166
61,28,2,8,1,2,0,0,9,1,1,0.896
61,28,2,9,1,2,0,0,2,5,2,1.520
61,28,2,10,1,2,0,0,7,9,1,5.666
61,28,2,11,1,2,0,0,7,1,1,4.616
61,28,2,12,1,2,0,0,9,2,1,1.182
61,28,2,13,1,2,0,0,10,9,1,0.764
61,28,2,14,1,2,0,0,10,2,1,0.728
61,28,2,15,1,2,0,0,3,1,1,3.256
61,28,2,16,1,2,0,0,7,5,1,0.796
61,28,2,17,1,2,0,0,4,3,2,3.594
61,28,2,18,1,2,0,0,5,3,1,1.774
61,28,2,19,1,2,0,0,9,5,1,0.948
61,28,2,20,1,2,0,0,4,1,1,0.896
61,28,2,21,2,1,0,0,10,1,1,5.360
61,28,2,22,2,1,0,0,6,9,2,3.090
61,28,2,23,2,1,0,0,3,9,2,2.256
61,28,2,24,2,1,0,0,7,8,1,2.702
61,28,2,25,2,1,0,0,7,3,1,1.346
61,28,2,26,2,1,0,0,6,7,2,1.644
61,28,2,27,2,1,0,0,10,7,1,1.028
61,28,2,28,2,1,0,0,2,7,2,1.048
61,28,2,29,2,1,0,0,10,3,1,1.246
61,28,2,30,2,1,0,0,1,2,1,4.046
61,28,2,31,2,1,0,0,8,1,1,6.262
61,28,2,32,2,1,0,0,3,2,1,2.142
61,28,2,33,2,1,0,0,6,3,1,1.108
61,28,2,34,2,1,0,0,2,6,2,1.166
61,28,2,35,2,1,0,0,8,9,1,1.574
61,28,2,36,2,1,0,0,5,6,2,4.834
61,28,2,37,2,1,0,0,5,8,2,1.576
61,28,2,38,2,1,0,0,2,8,2,0.916
61,28,2,39,2,1,0,0,6,10,2,0.928
61,28,2,40,2,1,0,0,6,8,2,1.154
62,21,1,1,1,4,1,2,6,10,2,-0.272
62,21,1,2,1,4,2,2,6,4,1,1.370
62,21,1,3,1,4,2,2,5,4,1,3.370
62,21,1,4,1,4,1,1,9,7,2,0.612
62,21,1,5,1,4,2,2,8,6,1,0.266
62,21,1,6,1,4,1,1,4,8,2,0.468
62,21,1,7,1,4,2,2,1,3,2,100.000
62,21,1,8,1,4,1,1,1,6,2,0.478
62,21,1,9,1,4,2,2,5,8,2,100.000
62,21,1,10,1,4,1,1,2,9,2,1.574
62,21,1,11,1,4,2,2,2,3,2,100.000
62,21,1,12,1,4,2,2,4,9,2,100.000
62,21,1,13,1,4,1,1,1,10,2,0.556
62,21,1,14,1,4,2,2,7,1,1,0.656
62,21,1,15,1,4,2,2,10,3,1,0.968
62,21,1,16,1,4,1,1,8,1,1,100.000
62,21,1,17,1,4,1,2,9,10,2,-0.024
62,21,1,18,1,4,2,1,4,2,1,-0.024
62,21,1,19,1,4,1,1,4,10,2,0.434
62,21,1,20,1,4,1,1,7,4,1,1.060
62,21,1,21,2,3,2,2,9,8,2,100.000
62,21,1,22,2,3,1,1,6,7,2,1.286
62,21,1,23,2,3,1,1,8,7,2,3.678
62,21,1,24,2,3,2,2,1,2,2,100.000
62,21,1,25,2,3,2,2,1,4,2,100.000
62,21,1,26,2,3,1,1,9,1,1,100.000
62,21,1,27,2,3,2,2,10,5,1,1.342
62,21,1,28,2,3,2,2,5,6,2,100.000
62,21,1,29,2,3,2,2,7,10,2,100.000
62,21,1,30,2,3,1,1,7,5,1,100.000
62,21,1,31,2,3,2,2,5,1,1,1.132
62,21,1,32,2,3,1,1,5,2,1,100.000
62,21,1,33,2,3,1,1,2,10,2,1.084
62,21,1,34,2,3,1,1,5,9,2,1.042
62,21,1,35,2,3,2,2,8,2,1,0.842
62,21,1,36,2,3,1,1,8,10,2,1.040
62,21,1,37,2,3,1,1,6,9,2,0.972
62,21,1,38,2,3,2,2,2,6,2,100.000
62,21,1,39,2,3,1,1,7,2,1,100.000
62,21,1,40,2,3,1,1,4,3,1,100.000
63,27,2,1,1,1,0,0,5,6,2,15.010
63,27,2,2,1,1,0,0,8,9,1,3.284
63,27,2,3,1,1,0,0,1,8,2,1.868
63,27,2,4,1,1,0,0,1,5,2,3.032
63,27,2,5,1,1,0,0,6,7,2,5.238
63,27,2,6,1,1,0,0,1,9,2,6.806
63,27,2,7,1,1,0,0,10,4,1,1.902
63,27,2,8,1,1,0,0,2,3,2,2.996
63,27,2,9,1,1,0,0,8,4,1,1.884
63,27,2,10,1,1,0,0,8,6,1,0.908
63,27,2,11,1,1,0,0,7,1,1,8.894
63,27,2,12,1,1,0,0,7,3,1,1.010
63,27,2,13,1,1,0,0,5,4,1,2.980
63,27,2,14,1,1,0,0,6,1,1,1.616
63,27,2,15,1,1,0,0,4,9,2,1.682
63,27,2,16,1,1,0,0,2,5,2,4.160
63,27,2,17,1,1,0,0,1,3,2,5.406
63,27,2,18,1,1,0,0,6,10,2,1.228
63,27,2,19,1,1,0,0,6,9,2,1.412
63,27,2,20,1,1,0,0,4,2,1,1.480
63,27,2,21,2,2,0,0,9,10,2,4.594
63,27,2,22,2,2,0,0,5,7,2,1.406
63,27,2,23,2,2,0,0,3,9,2,2.886
63,27,2,24,2,2,0,0,4,7,2,1.072
63,27,2,25,2,2,0,0,2,10,2,1.266
63,27,2,26,2,2,0,0,1,10,2,0.998
63,27,2,27,2,2,0,0,5,9,2,1.840
63,27,2,28,2,2,0,0,8,10,2,1.134
63,27,2,29,2,2,0,0,3,5,2,3.004
63,27,2,30,2,2,0,0,8,3,1,2.060
63,27,2,31,2,2,0,0,10,3,1,1.378
63,27,2,32,2,2,0,0,4,6,2,4.166
63,27,2,33,2,2,0,0,3,6,2,5.280
63,27,2,34,2,2,0,0,8,5,1,1.452
63,27,2,35,2,2,0,0,1,2,2,6.340
63,27,2,36,2,2,0,0,9,7,2,2.430
63,27,2,37,2,2,0,0,10,7,1,1.032
63,27,2,38,2,2,0,0,7,8,2,2.548
63,27,2,39,2,2,0,0,5,10,2,1.234
63,27,2,40,2,2,0,0,1,4,2,1.386
64,25,2,1,1,3,2,2,3,6,2,100.000
64,25,2,2,1,3,2,2,10,6,1,1.080
64,25,2,3,1,3,1,1,2,8,2,1.070
64,25,2,4,1,3,2,2,4,3,1,3.078
64,25,2,5,1,3,2,2,1,7,2,100.000
64,25,2,6,1,3,2,2,4,10,2,100.000
64,25,2,7,1,3,1,1,2,6,2,1.598
64,25,2,8,1,3,1,1,5,10,2,0.828
64,25,2,9,1,3,2,2,3,7,2,100.000
64,25,2,10,1,3,2,2,8,5,1,0.896
64,25,2,11,1,3,1,1,2,7,2,0.830
64,25,2,12,1,3,1,1,6,9,2,0.994
64,25,2,13,1,3,2,2,6,4,1,1.446
64,25,2,14,1,3,1,1,4,5,2,1.178
64,25,2,15,1,3,1,1,7,8,2,0.920
64,25,2,16,1,3,2,2,3,8,2,100.000
64,25,2,17,1,3,2,2,9,8,2,100.000
64,25,2,18,1,3,1,1,9,4,1,100.000
64,25,2,19,1,3,1,1,1,10,2,1.014
64,25,2,20,1,3,1,1,5,6,2,2.636
64,25,2,21,2,4,1,1,10,2,1,100.000
64,25,2,22,2,4,1,1,7,6,1,100.000
64,25,2,23,2,4,2,2,1,2,2,100.000
64,25,2,24,2,4,2,1,9,5,1,-0.114
64,25,2,25,2,4,1,1,3,1,2,3.394
64,25,2,26,2,4,2,2,1,6,2,100.000
64,25,2,27,2,4,2,2,1,4,2,100.000
64,25,2,28,2,4,1,1,7,5,1,100.000
64,25,2,29,2,4,1,1,7,10,2,0.758
64,25,2,30,2,4,2,2,7,9,2,100.000
64,25,2,31,2,4,2,2,6,8,2,100.000
64,25,2,32,2,4,2,2,9,10,2,100.000
64,25,2,33,2,4,1,1,7,4,1,100.000
64,25,2,34,2,4,2,2,4,8,2,100.000
64,25,2,35,2,4,2,2,2,9,2,100.000
64,25,2,36,2,4,1,1,1,5,2,3.136
64,25,2,37,2,4,2,2,3,5,2,100.000
64,25,2,38,2,4,2,2,8,10,2,100.000
64,25,2,39,2,4,2,2,3,9,2,100.000
64,25,2,40,2,4,1,1,10,3,1,100.000
65,40,2,1,1,2,0,0,8,3,1,7.022
65,40,2,2,1,2,0,0,10,2,1,3.428
65,40,2,3,1,2,0,0,5,9,2,5.194
65,40,2,4,1,2,0,0,7,4,1,1.690
65,40,2,5,1,2,0,0,3,9,2,0.830
65,40,2,6,1,2,0,0,3,7,2,1.082
65,40,2,7,1,2,0,0,4,2,2,11.256
65,40,2,8,1,2,0,0,4,10,2,2.046
65,40,2,9,1,2,0,0,10,7,1,1.232
65,40,2,10,1,2,0,0,8,5,1,0.796
65,40,2,11,1,2,0,0,8,1,1,1.936
65,40,2,12,1,2,0,0,3,10,2,0.728
65,40,2,13,1,2,0,0,5,10,2,0.678
65,40,2,14,1,2,0,0,10,6,1,0.660
65,40,2,15,1,2,0,0,6,5,1,0.830
65,40,2,16,1,2,0,0,3,6,2,0.814
65,40,2,17,1,2,0,0,3,5,2,0.864
65,40,2,18,1,2,0,0,2,3,1,0.712
65,40,2,19,1,2,0,0,6,7,2,0.644
65,40,2,20,1,2,0,0,2,6,2,1.418
65,40,2,21,2,1,0,0,9,7,1,8.152
65,40,2,22,2,1,0,0,9,10,2,1.008
65,40,2,23,2,1,0,0,5,4,1,1.886
65,40,2,24,2,1,0,0,1,9,2,1.548
65,40,2,25,2,1,0,0,6,4,1,1.818
65,40,2,26,2,1,0,0,7,5,1,2.120
65,40,2,27,2,1,0,0,2,5,2,0.940
65,40,2,28,2,1,0,0,8,6,2,1.058
65,40,2,29,2,1,0,0,9,2,1,1.110
65,40,2,30,2,1,0,0,4,9,2,0.892
65,40,2,31,2,1,0,0,10,1,1,1.432
65,40,2,32,2,1,0,0,2,1,1,4.734
65,40,2,33,2,1,0,0,8,7,1,4.616
65,40,2,34,2,1,0,0,9,8,2,2.474
65,40,2,35,2,1,0,0,8,2,1,0.992
65,40,2,36,2,1,0,0,10,8,1,1.092
65,40,2,37,2,1,0,0,4,3,1,2.222
65,40,2,38,2,1,0,0,2,7,2,1.952
65,40,2,39,2,1,0,0,8,4,1,0.822
65,40,2,40,2,1,0,0,6,9,2,2.324
66,25,2,1,1,4,2,2,7,3,1,1.114
66,25,2,2,1,4,1,1,6,7,2,1.406
66,25,2,3,1,4,1,1,7,4,1,100.000
66,25,2,4,1,4,2,2,9,2,1,1.416
66,25,2,5,1,4,2,1,9,1,1,-5.174
66,25,2,6,1,4,1,1,5,1,1,100.000
66,25,2,7,1,4,1,1,1,7,2,0.400
66,25,2,8,1,4,2,2,8,1,1,0.412
66,25,2,9,1,4,2,2,3,5,2,2.412
66,25,2,10,1,4,1,1,4,2,1,100.000
66,25,2,11,1,4,1,1,10,1,1,100.000
66,25,2,12,1,4,2,1,6,1,1,-11.168
66,25,2,13,1,4,1,1,4,1,1,100.000
66,25,2,14,1,4,2,2,4,9,2,100.000
66,25,2,15,1,4,2,2,5,4,1,2.482
66,25,2,16,1,4,1,2,9,7,1,0.014
66,25,2,17,1,4,2,2,6,8,2,100.000
66,25,2,18,1,4,1,1,6,3,1,100.000
66,25,2,19,1,4,2,2,2,8,2,-5.048
66,25,2,20,1,4,2,2,7,8,2,100.000
66,25,2,21,2,3,1,1,6,2,1,100.000
66,25,2,22,2,3,2,2,5,2,1,1.308
66,25,2,23,2,3,1,1,9,8,1,100.000
66,25,2,24,2,3,2,2,3,8,2,100.000
66,25,2,25,2,3,1,1,4,8,2,1.194
66,25,2,26,2,3,2,2,5,9,2,100.000
66,25,2,27,2,3,2,2,9,6,1,1.184
66,25,2,28,2,3,2,2,10,4,1,1.110
66,25,2,29,2,3,1,1,9,3,1,100.000
66,25,2,30,2,3,2,2,2,10,2,100.000
66,25,2,31,2,3,1,1,2,7,2,1.240
66,25,2,32,2,3,1,1,6,4,2,2.088
66,25,2,33,2,3,2,2,3,2,1,1.922
66,25,2,34,2,3,2,2,8,5,1,1.404
66,25,2,35,2,3,2,2,1,3,2,100.000
66,25,2,36,2,3,1,2,5,6,2,2.710
66,25,2,37,2,3,1,1,10,5,1,100.000
66,25,2,38,2,3,2,2,7,5,1,1.274
66,25,2,39,2,3,2,2,10,3,1,1.096
66,25,2,40,2,3,2,2,4,3,1,1.534
67,25,1,1,1,1,0,0,8,6,1,7.090
67,25,1,2,1,1,0,0,6,7,2,6.198
67,25,1,3,1,1,0,0,9,6,1,1.920
67,25,1,4,1,1,0,0,9,7,2,8.962
67,25,1,5,1,1,0,0,5,2,1,3.436
67,25,1,6,1,1,0,0,7,1,1,2.020
67,25,1,7,1,1,0,0,10,7,1,2.086
67,25,1,8,1,1,0,0,3,7,2,1.480
67,25,1,9,1,1,0,0,5,8,2,2.240
67,25,1,10,1,1,0,0,4,1,1,2.594
67,25,1,11,1,1,0,0,6,2,1,4.632
67,25,1,12,1,1,0,0,6,5,1,8.388
67,25,1,13,1,1,0,0,5,9,2,1.548
67,25,1,14,1,1,0,0,10,9,1,1.008
67,25,1,15,1,1,0,0,2,9,2,1.684
67,25,1,16,1,1,0,0,3,5,2,1.902
67,25,1,17,1,1,0,0,3,6,2,1.296
67,25,1,18,1,1,0,0,1,2,2,11.572
67,25,1,19,1,1,0,0,6,1,1,1.312
67,25,1,20,1,1,0,0,4,6,2,1.026
67,25,1,21,2,2,0,0,5,1,1,4.834
67,25,1,22,2,2,0,0,10,8,1,1.050
67,25,1,23,2,2,0,0,3,4,2,4.788
67,25,1,24,2,2,0,0,9,4,1,0.680
67,25,1,25,2,2,0,0,8,4,1,0.576
67,25,1,26,2,2,0,0,8,3,1,0.788
67,25,1,27,2,2,0,0,8,9,1,1.858
67,25,1,28,2,2,0,0,7,8,2,2.346
67,25,1,29,2,2,0,0,3,2,1,0.964
67,25,1,30,2,2,0,0,10,6,1,0.814
67,25,1,31,2,2,0,0,7,4,1,2.524
67,25,1,32,2,2,0,0,8,2,1,0.854
67,25,1,33,2,2,0,0,4,2,1,1.124
67,25,1,34,2,2,0,0,8,1,1,0.880
67,25,1,35,2,2,0,0,3,1,1,1.270
67,25,1,36,2,2,0,0,9,1,1,0.780
67,25,1,37,2,2,0,0,7,2,1,0.966
67,25,1,38,2,2,0,0,5,7,2,1.100
67,25,1,39,2,2,0,0,3,9,2,0.898
67,25,1,40,2,2,0,0,5,4,1,1.638
68,23,1,1,1,3,1,1,5,7,2,1.338
68,23,1,2,1,3,2,2,5,4,1,3.070
68,23,1,3,1,3,2,2,2,7,2,100.000
68,23,1,4,1,3,1,1,4,3,1,100.000
68,23,1,5,1,3,2,2,9,1,1,1.276
68,23,1,6,1,3,1,1,10,2,1,100.000
68,23,1,7,1,3,1,1,1,8,2,1.144
68,23,1,8,1,3,2,2,5,9,2,100.000
68,23,1,9,1,3,1,1,6,7,2,1.160
68,23,1,10,1,3,1,1,1,4,2,1.888
68,23,1,11,1,3,2,2,6,4,1,1.316
68,23,1,12,1,3,2,2,4,7,2,100.000
68,23,1,13,1,3,2,2,1,7,2,100.000
68,23,1,14,1,3,1,1,7,10,2,1.180
68,23,1,15,1,3,1,1,10,9,1,100.000
68,23,1,16,1,3,1,1,8,4,1,100.000
68,23,1,17,1,3,2,2,2,4,2,100.000
68,23,1,18,1,3,2,2,10,6,1,1.218
68,23,1,19,1,3,2,2,1,2,2,100.000
68,23,1,20,1,3,1,1,2,6,2,1.178
68,23,1,21,2,4,2,2,10,8,1,1.114
68,23,1,22,2,4,1,1,2,3,2,1.584
68,23,1,23,2,4,2,2,3,1,1,1.394
68,23,1,24,2,4,1,1,5,1,1,100.000
68,23,1,25,2,4,1,1,10,1,1,100.000
68,23,1,26,2,4,2,2,10,3,1,0.322
68,23,1,27,2,4,1,1,9,2,1,100.000
68,23,1,28,2,4,1,1,4,9,2,1.082
68,23,1,29,2,4,1,1,6,1,1,100.000
68,23,1,30,2,4,2,2,9,3,1,0.234
68,23,1,31,2,4,2,2,6,3,1,1.068
68,23,1,32,2,4,1,1,10,5,1,100.000
68,23,1,33,2,4,2,2,8,5,1,0.934
68,23,1,34,2,4,1,1,3,7,2,0.500
68,23,1,35,2,4,1,1,5,6,2,0.902
68,23,1,36,2,4,1,1,3,5,2,2.420
68,23,1,37,2,4,2,2,8,2,1,1.326
68,23,1,38,2,4,2,2,2,5,2,100.000
68,23,1,39,2,4,1,1,8,3,1,100.000
68,23,1,40,2,4,2,2,4,10,2,100.000
69,24,2,1,1,2,0,0,10,5,1,7.138
69,24,2,2,1,2,0,0,3,2,2,4.578
69,24,2,3,1,2,0,0,2,9,2,1.334
69,24,2,4,1,2,0,0,6,1,1,1.302
69,24,2,5,1,2,0,0,1,9,2,0.814
69,24,2,6,1,2,0,0,2,1,1,2.648
69,24,2,7,1,2,0,0,6,9,2,2.566
69,24,2,8,1,2,0,0,10,2,1,0.830
69,24,2,9,1,2,0,0,10,7,1,1.940
69,24,2,10,1,2,0,0,5,2,1,4.352
69,24,2,11,1,2,0,0,1,7,2,2.188
69,24,2,12,1,2,0,0,9,10,2,1.302
69,24,2,13,1,2,0,0,7,2,1,1.134
69,24,2,14,1,2,0,0,8,6,1,4.318
69,24,2,15,1,2,0,0,9,4,1,0.796
69,24,2,16,1,2,0,0,4,7,2,0.646
69,24,2,17,1,2,0,0,5,3,1,2.180
69,24,2,18,1,2,0,0,3,8,2,1.520
69,24,2,19,1,2,0,0,10,4,1,0.898
69,24,2,20,1,2,0,0,3,7,2,0.728
69,24,2,21,2,1,0,0,5,4,1,7.142
69,24,2,22,2,1,0,0,2,4,1,7.110
69,24,2,23,2,1,0,0,8,7,2,2.306
69,24,2,24,2,1,0,0,4,1,1,3.350
69,24,2,25,2,1,0,0,6,4,1,2.676
69,24,2,26,2,1,0,0,10,3,1,1.768
69,24,2,27,2,1,0,0,10,6,1,1.058
69,24,2,28,2,1,0,0,8,9,2,2.950
69,24,2,29,2,1,0,0,3,4,1,6.368
69,24,2,30,2,1,0,0,6,3,1,4.210
69,24,2,31,2,1,0,0,9,3,1,3.704
69,24,2,32,2,1,0,0,4,8,2,1.532
69,24,2,33,2,1,0,0,1,10,2,1.026
69,24,2,34,2,1,0,0,3,1,2,2.204
69,24,2,35,2,1,0,0,6,2,1,4.380
69,24,2,36,2,1,0,0,8,2,1,1.076
69,24,2,37,2,1,0,0,5,1,1,1.414
69,24,2,38,2,1,0,0,8,1,1,0.874
69,24,2,39,2,1,0,0,10,8,1,2.862
69,24,2,40,2,1,0,0,7,9,1,6.166
70,25,2,1,1,4,2,2,1,3,2,100.000
70,25,2,2,1,4,2,2,3,10,2,100.000
70,25,2,3,1,4,2,2,2,10,2,100.000
70,25,2,4,1,4,1,1,9,7,1,100.000
70,25,2,5,1,4,1,1,5,7,2,1.506
70,25,2,6,1,4,2,2,9,5,1,1.150
70,25,2,7,1,4,1,1,10,8,1,100.000
70,25,2,8,1,4,2,2,2,7,2,100.000
70,25,2,9,1,4,1,1,7,8,2,2.746
70,25,2,10,1,4,1,1,6,2,1,100.000
70,25,2,11,1,4,1,1,5,1,1,100.000
70,25,2,12,1,4,2,2,10,4,1,0.858
70,25,2,13,1,4,1,1,2,5,2,1.842
70,25,2,14,1,4,1,1,1,4,2,2.534
70,25,2,15,1,4,1,1,2,9,2,0.814
70,25,2,16,1,4,2,2,5,6,2,100.000
70,25,2,17,1,4,1,1,3,6,2,1.396
70,25,2,18,1,4,2,2,4,2,1,1.128
70,25,2,19,1,4,1,1,9,1,1,-6.726
70,25,2,20,1,4,1,1,6,10,2,0.670
70,25,2,21,2,3,1,1,1,2,1,100.000
70,25,2,22,2,3,2,2,8,3,1,1.092
70,25,2,23,2,3,1,1,6,9,2,1.730
70,25,2,24,2,3,1,1,5,8,2,1.570
70,25,2,25,2,3,1,1,10,7,1,100.000
70,25,2,26,2,3,2,2,1,6,2,100.000
70,25,2,27,2,3,1,1,1,8,2,1.464
70,25,2,28,2,3,1,1,5,3,1,100.000
70,25,2,29,2,3,2,2,9,3,1,1.460
70,25,2,30,2,3,2,2,10,5,1,1.236
70,25,2,31,2,3,1,1,4,3,2,1.844
70,25,2,32,2,3,2,2,3,2,1,2.216
70,25,2,33,2,3,1,1,9,10,2,1.122
70,25,2,34,2,3,2,2,6,7,2,100.000
70,25,2,35,2,3,1,1,6,8,2,1.248
70,25,2,36,2,3,1,1,3,7,2,1.256
70,25,2,37,2,3,1,1,1,7,2,0.952
70,25,2,38,2,3,2,2,9,8,1,2.516
70,25,2,39,2,3,2,2,8,2,1,1.114
70,25,2,40,2,3,2,2,10,1,1,1.040
71,20,1,1,1,1,0,0,6,5,1,19.696
71,20,1,2,1,1,0,0,4,8,2,4.244
71,20,1,3,1,1,0,0,1,5,2,2.610
71,20,1,4,1,1,0,0,8,2,1,1.178
71,20,1,5,1,1,0,0,1,7,2,1.446
71,20,1,6,1,1,0,0,3,4,2,2.174
71,20,1,7,1,1,0,0,1,4,2,1.480
71,20,1,8,1,1,0,0,10,3,1,2.104
71,20,1,9,1,1,0,0,4,10,2,2.594
71,20,1,10,1,1,0,0,8,10,2,1.514
71,20,1,11,1,1,0,0,10,1,1,2.660
71,20,1,12,1,1,0,0,5,2,1,1.498
71,20,1,13,1,1,0,0,7,5,1,1.076
71,20,1,14,1,1,0,0,6,10,2,0.858
71,20,1,15,1,1,0,0,5,8,2,0.892
71,20,1,16,1,1,0,0,1,2,2,2.222
71,20,1,17,1,1,0,0,1,6,2,1.548
71,20,1,18,1,1,0,0,9,2,1,1.058
71,20,1,19,1,1,0,0,9,1,1,1.346
71,20,1,20,1,1,0,0,7,9,1,3.418
71,20,1,21,2,2,0,0,10,2,1,4.140
71,20,1,22,2,2,0,0,9,4,1,1.022
71,20,1,23,2,2,0,0,1,8,2,0.964
71,20,1,24,2,2,0,0,7,2,1,0.762
71,20,1,25,2,2,0,0,4,5,2,1.716
71,20,1,26,2,2,0,0,6,4,1,1.336
71,20,1,27,2,2,0,0,6,9,2,0.914
71,20,1,28,2,2,0,0,2,4,2,1.336
71,20,1,29,2,2,0,0,2,6,2,1.168
71,20,1,30,2,2,0,0,10,5,1,1.452
71,20,1,31,2,2,0,0,2,3,2,5.136
71,20,1,32,2,2,0,0,9,5,1,2.348
71,20,1,33,2,2,0,0,3,1,1,2.616
71,20,1,34,2,2,0,0,4,7,2,0.912
71,20,1,35,2,2,0,0,9,10,2,0.880
71,20,1,36,2,2,0,0,10,7,1,0.982
71,20,1,37,2,2,0,0,7,6,1,1.066
71,20,1,38,2,2,0,0,6,8,2,0.828
71,20,1,39,2,2,0,0,8,9,1,1.656
71,20,1,40,2,2,0,0,7,8,2,1.046
72,29,1,1,1,3,2,2,4,1,1,2.456
72,29,1,2,1,3,1,1,10,4,1,100.000
72,29,1,3,1,3,2,2,3,10,2,100.000
72,29,1,4,1,3,2,2,3,5,2,100.000
72,29,1,5,1,3,2,2,9,10,2,100.000
72,29,1,6,1,3,1,1,3,2,1,100.000
72,29,1,7,1,3,1,1,3,7,2,1.704
72,29,1,8,1,3,2,2,7,4,1,1.024
72,29,1,9,1,3,2,2,3,8,2,100.000
72,29,1,10,1,3,1,1,7,1,1,100.000
72,29,1,11,1,3,2,2,1,8,2,100.000
72,29,1,12,1,3,2,2,8,4,1,1.216
72,29,1,13,1,3,2,2,7,10,2,1.730
72,29,1,14,1,3,1,1,8,6,1,100.000
72,29,1,15,1,3,2,2,10,2,1,1.054
72,29,1,16,1,3,2,2,6,9,2,100.000
72,29,1,17,1,3,2,2,6,3,1,4.080
72,29,1,18,1,3,1,1,5,10,2,1.410
72,29,1,19,1,3,1,1,2,4,1,100.000
72,29,1,20,1,3,2,2,9,8,2,100.000
72,29,1,21,2,4,2,2,9,4,1,0.600
72,29,1,22,2,4,2,2,1,10,2,100.000
72,29,1,23,2,4,1,1,9,5,1,100.000
72,29,1,24,2,4,2,2,5,8,2,100.000
72,29,1,25,2,4,1,1,9,1,1,100.000
72,29,1,26,2,4,2,2,3,1,1,2.622
72,29,1,27,2,4,2,2,8,7,1,2.400
72,29,1,28,2,4,1,1,6,7,2,0.300
72,29,1,29,2,4,2,2,6,10,2,100.000
72,29,1,30,2,4,2,2,4,5,2,100.000
72,29,1,31,2,4,1,1,1,2,1,100.000
72,29,1,32,2,4,2,2,7,5,1,0.746
72,29,1,33,2,4,1,1,6,1,1,100.000
72,29,1,34,2,4,1,1,5,6,1,100.000
72,29,1,35,2,4,2,2,5,2,2,100.000
72,29,1,36,2,4,2,2,6,4,2,100.000
72,29,1,37,2,4,2,2,9,3,1,0.444
72,29,1,38,2,4,1,1,5,1,1,100.000
72,29,1,39,2,4,2,2,7,9,2,100.000
72,29,1,40,2,4,1,1,8,10,2,0.858
73,22,2,1,1,2,0,0,1,10,2,3.590
73,22,2,2,1,2,0,0,7,2,1,0.972
73,22,2,3,1,2,0,0,7,5,1,0.846
73,22,2,4,1,2,0,0,10,3,1,0.896
73,22,2,5,1,2,0,0,3,6,2,2.514
73,22,2,6,1,2,0,0,10,8,1,1.098
73,22,2,7,1,2,0,0,3,5,2,1.470
73,22,2,8,1,2,0,0,1,7,2,0.830
73,22,2,9,1,2,0,0,1,5,2,1.368
73,22,2,10,1,2,0,0,5,10,2,0.710
73,22,2,11,1,2,0,0,4,5,2,2.426
73,22,2,12,1,2,0,0,9,3,1,0.830
73,22,2,13,1,2,0,0,9,4,1,0.796
73,22,2,14,1,2,0,0,7,10,2,0.774
73,22,2,15,1,2,0,0,6,7,2,0.930
73,22,2,16,1,2,0,0,4,10,2,0.660
73,22,2,17,1,2,0,0,8,3,1,0.760
73,22,2,18,1,2,0,0,9,2,1,0.678
73,22,2,19,1,2,0,0,4,7,2,0.744
73,22,2,20,1,2,0,0,8,4,1,0.696
73,22,2,21,2,1,0,0,2,10,2,1.530
73,22,2,22,2,1,0,0,1,6,2,1.934
73,22,2,23,2,1,0,0,8,2,1,1.010
73,22,2,24,2,1,0,0,7,8,2,4.734
73,22,2,25,2,1,0,0,2,1,1,0.772
73,22,2,26,2,1,0,0,9,7,2,1.648
73,22,2,27,2,1,0,0,6,8,2,1.480
73,22,2,28,2,1,0,0,8,5,1,1.278
73,22,2,29,2,1,0,0,4,1,2,4.160
73,22,2,30,2,1,0,0,10,6,1,0.942
